%
% ARFF data file, generated by KNIME
%
% Date: Thu Nov 07 10:52:37 CET 2019
% User: Stefano
%

@RELATION DataTable
@ATTRIBUTE 'fixed acidity'	REAL
@ATTRIBUTE 'volatile acidity'	REAL
@ATTRIBUTE 'citric acid'	REAL
@ATTRIBUTE 'residual sugar'	REAL
@ATTRIBUTE chlorides	REAL
@ATTRIBUTE 'free sulfur dioxide'	REAL
@ATTRIBUTE 'total sulfur dioxide'	REAL
@ATTRIBUTE density	REAL
@ATTRIBUTE pH	REAL
@ATTRIBUTE sulphates	REAL
@ATTRIBUTE alcohol	REAL
@ATTRIBUTE quality	{neutral,'slightly dissatisfied','moderately satisfied','slightly satisfied','moderately dissatisfied','extremly dissatisfied','extremly satisfied'}
@ATTRIBUTE color	{white,red}

@DATA
-0.39748044333067156,-0.605370105538729,-0.12822384462697034,0.9997816045825103,0.39864980106264736,0.759162608026895,1.119132167818579,0.6547450043960907,-2.22966033274648,-0.47893457385458227,-1.3346064819598462,neutral,white
-0.39748044333067156,1.0346067070181815,-0.5411118267225181,-0.7026845830290109,-0.3720388790119473,-0.9310353922075301,0.6945176500767589,-1.4328450703590647,0.009323835702289784,0.4618885038869345,2.102938259157199,neutral,white
-0.2432110880344771,-0.9698093972180424,0.42229346483375974,0.2221118645624327,-0.48621497976373895,-0.592995792160645,-0.10163457068915371,-0.13226978416975044,-0.7370042204473002,-0.7477411674950156,0.006874392622416181,'slightly dissatisfied',white
0.29673165550220304,-0.605370105538729,0.8351814469293077,-0.3453768646414077,-0.5433030301396349,1.0408622747326324,0.5352872059235763,-1.1994084805302236,-0.9857802391638302,-1.0837494095455575,0.9291424938977197,neutral,white
-0.16607641038638032,0.7309072972854205,-0.8163704814528832,2.365958174888052,-0.28640680344810354,1.0972022080737798,1.207593525681458,1.428420559257404,-0.861392229805567,0.19308191024650156,-0.9153937086528892,'slightly dissatisfied',white
-0.6288844762749628,2.1279245820561217,-1.5733317819613875,0.4533109764602936,-0.34349485382399947,0.19576327461541987,0.49990266277842466,0.03447063713656462,0.2580998544188162,-1.016547761135449,-0.32849582602315053,neutral,white
-1.168827219811643,-0.4838903416456244,-0.3346678356747441,-0.28232256139653666,4.137917100683827,2.4211906415907456,1.3049010193306252,-0.16561786843101345,0.32029385909794783,-1.016547761135449,-0.9153937086528892,neutral,white
1.5308864978717578,1.7634852903768086,-0.7475558177702921,-0.5765759765392686,1.1693384811372418,-0.08593639209031756,-0.8977867914550661,1.368394007587142,0.38248786377707944,0.32748520706671735,-0.7477085993301067,'slightly dissatisfied',red
-0.08894173273828265,2.492363873735435,-2.1238490914221178,-0.6816664819473872,0.08466552399521965,-1.1000551922309725,-1.7293235553661304,-0.7592137682815405,1.0666219152475378,-0.8821444643152323,1.9352531498344163,neutral,red
0.6824050437426887,-0.3624105777525197,0.5599227921989427,0.3061842688889276,-0.1722307026963117,-0.029596458749170163,-0.33163410113263936,0.13451488992035365,0.2580998544188162,-0.613337870674799,-0.32849582602315053,neutral,white
-0.39748044333067156,-0.6661099874852812,0.07822014642080344,-0.7657388862738821,-0.571847055327583,-0.4239759921372026,-0.34932637270521516,-0.7325353008724846,0.6312638824936094,-0.8821444643152323,0.2584020566065899,neutral,white
-0.551749798626866,1.0346067070181815,-1.1604437998658397,-0.5135216732943975,0.22738564993495958,-1.043715258889825,-1.5700931112129477,-0.5991429638274326,0.6934578871727446,0.3946868554768259,1.9352531498344163,neutral,red
-0.16607641038638032,0.06276859587334549,-0.5411118267225181,-0.7447207851922584,-0.4576709545757911,-0.5366558588194976,0.49990266277842466,-0.7992314693950107,0.8178458965310078,-1.016547761135449,0.42608716592937235,'slightly dissatisfied',white
-0.16607641038638032,-0.11945104996631106,-0.19703850830956182,-0.1141777527435468,-0.571847055327583,0.5901428080034523,0.6060562922138799,-1.0059895918148527,1.0044279105684026,-0.6805395190849075,1.4321978218660671,neutral,white
